10,42,12758
10,41,12788
10,41,12765
10,42,13047
10,43,12954
10,44,12833
10,43,12914
10,40,12676
10,41,12748
10,41,12849
10,44,12848
10,43,12951
10,44,12877
10,39,12931
10,45,12684
10,40,12804
10,44,12956
10,40,12784
10,43,12757
10,39,12615
10,40,12880
10,40,13080
10,39,12867
10,43,13001
10,41,12827
10,39,12783
10,42,12753
10,42,12837
10,44,12800
10,41,13005
10,41,12881
10,43,12993
10,42,12947
10,40,12871
10,43,12928
10,38,12708
10,40,12950
10,43,12946
10,42,12836
10,41,12818
10,44,12878
10,40,12898
10,39,12958
10,39,12861
10,44,12986
10,41,12911
10,44,12842
10,44,12774
10,41,12719
10,42,12992
10,42,12887
10,40,12667
10,44,12962
10,42,12837
10,41,12712
10,42,12953
10,41,12824
10,42,13070
10,40,12950
10,42,12930
10,40,12744
10,40,13039
10,42,13076
10,40,12908
10,42,12842
10,40,12962
10,43,12882
10,38,12800
10,44,12799
10,41,12997
10,38,12860
10,42,13071
10,40,12819
10,42,12863
10,41,13034
10,38,12875
10,41,12862
10,40,12975
10,42,12703
10,38,12823
10,41,12741
10,42,12845
10,42,12902
10,41,12658
10,46,12886
10,41,12853
10,42,12800
10,41,13137
10,40,12960
10,39,12978
10,40,12842
10,41,12912
10,40,12876
10,41,12743
10,40,12968
10,41,12815
10,42,12880
10,41,12744
10,38,12761
10,39,12940
