7,38,5701
7,34,5742
7,40,5540
7,37,5718
7,36,5686
7,38,5666
7,34,5759
7,35,5747
7,38,5833
7,35,5676
7,36,5709
7,38,5761
7,36,5722
7,34,5646
7,35,5694
7,37,5825
7,38,5765
7,37,5763
7,36,5733
7,33,5771
7,34,5898
7,37,5748
7,37,5573
7,36,5702
7,34,5619
7,33,5673
7,36,5762
7,38,5713
7,36,5729
7,33,5684
7,37,5625
7,35,5726
7,35,5647
7,35,5835
7,37,5650
7,35,5890
7,36,5630
7,36,5662
7,34,5752
7,37,5692
7,40,5775
7,38,5754
7,36,5774
7,39,5679
7,36,5759
7,36,5579
7,37,5709
7,32,5807
7,36,5713
7,38,5731
7,34,5595
7,36,5659
7,37,5681
7,40,5672
7,37,5795
7,32,5846
7,35,5718
7,35,5783
7,35,5674
7,33,5709
7,36,5743
7,37,5676
7,36,5742
7,34,5720
7,39,5691
7,37,5763
7,33,5744
7,35,5626
7,39,5745
7,38,5592
7,36,5676
7,36,5642
7,37,5721
7,33,5674
7,35,5783
7,36,5686
7,36,5770
7,37,5676
7,37,5590
7,37,5735
7,36,5757
7,39,5778
7,36,5585
7,36,5662
7,35,5713
7,36,5764
7,36,5695
7,38,5761
7,39,5642
7,34,5759
7,37,5693
7,38,5685
7,37,5820
7,33,5716
7,38,5754
7,36,5817
7,33,5630
7,40,5695
7,36,5668
7,37,5726
