7,11,217
7,10,240
7,12,209
7,10,220
7,8,209
7,9,209
7,10,221
7,11,221
7,9,219
7,11,241
7,10,213
7,9,215
7,10,230
7,11,261
7,8,200
7,8,176
7,11,202
7,11,225
7,9,192
7,9,212
7,9,222
7,10,200
7,9,229
7,10,217
7,9,216
7,11,214
7,11,231
7,9,210
7,10,226
7,9,180
7,9,205
7,10,210
7,11,235
7,10,205
7,10,235
7,7,191
7,9,196
7,9,183
7,10,219
7,9,217
7,10,177
7,10,254
7,10,206
7,12,228
7,9,209
7,9,203
7,8,226
7,9,214
7,8,191
7,9,211
7,9,215
7,9,218
7,9,226
7,9,195
7,10,219
7,11,223
7,8,177
7,9,201
7,9,207
7,10,224
7,11,222
7,10,204
7,10,206
7,10,203
7,11,232
7,10,228
7,9,208
7,10,213
7,9,218
7,9,200
7,8,206
7,10,214
7,10,231
7,10,189
7,8,215
7,11,224
7,9,213
7,9,212
7,11,239
7,10,216
7,10,220
7,10,207
7,10,229
7,10,206
7,11,239
7,9,203
7,9,214
7,10,220
7,10,213
7,9,211
7,9,228
7,10,205
7,10,252
7,11,209
7,10,204
7,11,208
7,10,209
7,9,194
7,10,220
7,9,226
