9,60,30399
9,55,30274
9,60,30284
9,58,30573
9,53,30503
9,57,30107
9,59,30495
9,57,30260
9,63,30226
9,60,30315
9,61,30478
9,59,30312
9,60,30273
9,56,30287
9,56,30317
9,55,30515
9,56,30277
9,58,30399
9,59,30410
9,60,30412
9,61,30387
9,57,30127
9,55,30036
9,61,30100
9,58,30606
9,57,30107
9,58,30634
9,60,30388
9,56,30483
9,61,30383
9,62,30346
9,59,30344
9,59,30198
9,57,30157
9,57,30403
9,59,30154
9,56,30400
9,58,30363
9,56,30562
9,60,30540
9,62,30310
9,58,30366
9,55,30389
9,58,30679
9,58,30268
9,53,30429
9,58,30252
9,55,30127
9,57,30627
9,59,30330
9,57,30412
9,59,30428
9,55,30304
9,56,30344
9,55,30189
9,61,30560
9,59,30253
9,56,30475
9,56,30372
9,57,30431
9,55,30429
9,61,30421
9,61,30560
9,59,30327
9,54,30396
9,59,30351
9,56,30293
9,56,30553
9,60,30280
9,61,30185
9,59,30402
9,61,30228
9,61,30372
9,60,30048
9,60,30488
9,59,30351
9,61,30341
9,57,30415
9,56,30462
9,58,30430
9,60,30388
9,57,30278
9,58,30352
9,57,30308
9,59,30188
9,58,30381
9,54,30327
9,60,30151
9,60,30199
9,58,30240
9,58,30444
9,59,30404
9,57,30399
9,58,30283
9,53,30198
9,60,30762
9,57,30253
9,55,30479
9,59,30181
9,59,30101
