10,27,2714
10,22,2593
10,26,2679
10,25,2692
10,24,2685
10,24,2731
10,24,2654
10,24,2708
10,26,2730
10,28,2629
10,24,2583
10,25,2652
10,23,2595
10,25,2722
10,24,2620
10,22,2614
10,25,2735
10,23,2607
10,25,2678
10,24,2603
10,22,2636
10,24,2659
10,24,2628
10,26,2650
10,26,2730
10,23,2654
10,23,2686
10,24,2561
10,25,2659
10,24,2648
10,25,2624
10,23,2675
10,25,2683
10,24,2642
10,22,2597
10,22,2575
10,24,2616
10,23,2669
10,25,2612
10,25,2641
10,25,2724
10,25,2592
10,25,2718
10,25,2616
10,21,2640
10,24,2633
10,23,2583
10,23,2580
10,24,2620
10,22,2655
10,22,2616
10,24,2650
10,23,2658
10,27,2666
10,24,2607
10,27,2629
10,24,2631
10,25,2701
10,23,2588
10,26,2706
10,25,2648
10,25,2693
10,25,2646
10,24,2629
10,25,2755
10,26,2629
10,21,2568
10,24,2592
10,23,2590
10,24,2543
10,23,2653
10,24,2646
10,22,2597
10,23,2616
10,23,2667
10,23,2715
10,24,2654
10,26,2598
10,24,2554
10,24,2603
10,26,2697
10,26,2687
10,22,2640
10,23,2636
10,24,2634
10,26,2670
10,25,2660
10,25,2676
10,24,2633
10,24,2717
10,25,2644
10,24,2656
10,23,2749
10,23,2534
10,21,2661
10,26,2617
10,23,2674
10,24,2694
10,25,2592
10,26,2645
